Id,SalePrice
1461,120740.9594279505
1462,158885.59182756572
1463,181758.5974231867
1464,190053.5077073376
1465,202251.06589413216
1466,165743.163937573
1467,168658.83892373487
1468,163572.67320380665
1469,189352.5022995576
1470,125707.18446145573
1471,194342.47243034263
1472,94172.18556265061
1473,95843.45250210486
1474,147399.352559638
1475,132126.52783811762
1476,398520.51618459495
1477,253159.9461370097
1478,315231.5608551316
1479,282584.59246994363
1480,546041.7962149688
1481,331830.28732297354
1482,217632.9842311695
1483,172638.07185172883
1484,170851.56448121622
1485,179207.71354699327
1486,193028.74948595735
1487,363488.1685445191
1488,234816.44119979473
1489,192510.48854911054
1490,219719.65911848363
1491,189600.71606603015
1492,105141.16249434346
1493,186544.19220343302
1494,291652.57828394364
1495,294062.77956549235
1496,244405.82880733453
1497,186742.4755533404
1498,165443.92066455065
1499,166815.26643946837
1500,153175.1473447303
1501,173784.71565066575
1502,163773.03204514508
1503,275377.26810204494
1504,236246.97261419584
1505,219343.25790460108
1506,200024.0660290146
1507,223360.9735646918
1508,203256.6726669677
1509,169201.66939528787
1510,149154.23092322244
1511,144943.91315715696
1512,168593.97944930382
1513,141513.66048061047
1514,168381.7009027828
1515,180429.68904208025
1516,155035.41052250803
1517,156198.2586388785
1518,135196.38103104907
1519,213325.64195497186
1520,135853.34639485597
1521,139570.69792654173
1522,165535.3014209715
1523,108261.27509309756
1524,129745.16041444248
1525,122471.68053140424
1526,121970.27651124603
1527,103534.03523481492
1528,135531.8214564206
1529,141206.91479429262
1530,175328.43726978742
1531,103555.05448496997
1532,106171.88506231453
1533,145445.95643842683
1534,120008.5781782181
1535,155733.92571823343
1536,116248.94769222975
1537,68673.4582183725
1538,189575.42885714644
1539,226094.56786146434
1540,87207.43914325291
1541,133020.522994814
1542,138610.80757236006
1543,201467.51612094988
1544,79125.559433747
1545,103471.3405503876
1546,120407.44287841371
1547,129777.76647492273
1548,128998.12458069739
1549,115646.8957144797
1550,134016.47119931065
1551,118899.58276836741
1552,129551.76965039532
1553,158295.69061586785
1554,108838.2866758417
1555,192406.25779820068
1556,112917.62275765576
1557,120393.01983613498
1558,98696.21792256746
1559,82235.0262667863
1560,141683.68463773304
1561,156516.27612331294
1562,127266.21043776466
1563,123314.01620401109
1564,157853.61824846038
1565,138341.77582811782
1566,239455.56912998288
1567,69915.10087889722
1568,232006.22073457495
1569,132547.01810542683
1570,125895.20380630504
1571,124549.886356496
1572,147804.78441119404
1573,239177.06129529647
1574,113921.94827902585
1575,222249.29171131432
1576,221477.00677738688
1577,179720.73813984418
1578,154302.87010158206
1579,153700.3665082572
1580,184090.42345270066
1581,156967.7274651079
1582,136973.12717448673
1583,324943.655632895
1584,223932.94801136196
1585,143724.27988789082
1586,80436.0924764844
1587,89598.56899788736
1588,147599.1052986524
1589,99774.90369466666
1590,132260.60916083105
1591,97780.54859259784
1592,123880.15231224925
1593,127874.48539028222
1594,135576.86540700056
1595,111288.7136400093
1596,233476.73028750005
1597,206880.62069183972
1598,206180.73981974457
1599,201924.4251735967
1600,192957.805437083
1601,76426.20449850669
1602,104633.05486336074
1603,83179.15456723282
1604,282117.6044778181
1605,240009.45587866902
1606,161492.885810398
1607,166341.2031702276
1608,205603.59108498346
1609,185875.27458281774
1610,160465.4541064593
1611,136440.80497328722
1612,158526.30803281066
1613,152204.88247281103
1614,124423.3672372686
1615,93652.52764723802
1616,73836.17167404809
1617,96641.32793558793
1618,124757.0078478976
1619,135323.15014499193
1620,141254.1941795216
1621,122098.38809621026
1622,136582.8525628623
1623,261949.42534859292
1624,194100.48943165957
1625,126164.35178494336
1626,161511.29714746834
1627,183148.40638440853
1628,267629.1217007464
1629,180717.77059805536
1630,391214.3404747863
1631,226667.7323073513
1632,251092.81490438004
1633,173336.8684324972
1634,179599.8467365594
1635,182255.64553680475
1636,149073.7251435617
1637,200008.1453401985
1638,213899.9832862883
1639,186488.5324053162
1640,274336.7647690538
1641,181215.01436736292
1642,230173.51853588474
1643,223974.9917904868
1644,232563.26930260775
1645,203985.41227898913
1646,159933.673377989
1647,172465.9155574931
1648,130448.7043411721
1649,137015.68156129727
1650,118865.19187280264
1651,124389.78932673918
1652,95011.04649014196
1653,93173.33260242433
1654,145708.79342710867
1655,158842.4947227156
1656,138914.43932441517
1657,142975.77606724016
1658,138814.93272542726
1659,139578.96181191062
1660,149460.78028645867
1661,448985.0786714856
1662,412592.0090260939
1663,405783.1150208943
1664,501219.4085100219
1665,310065.9680783158
1666,354262.11833551555
1667,364617.4346909813
1668,333660.10308666463
1669,299631.617797991
1670,356105.0032637342
1671,267438.51879477024
1672,471308.9957407325
1673,310652.55547147675
1674,243375.64005116958
1675,189066.19314070468
1676,189705.24535092083
1677,206292.24303413357
1678,544738.7007841765
1679,438707.6351404313
1680,352914.1552689914
1681,267153.7236723191
1682,325772.4790625793
1683,184695.19489424903
1684,174097.06994435066
1685,173142.90994464568
1686,171498.73482288685
1687,167372.45912282477
1688,187692.2998128629
1689,190340.42258194415
1690,193067.17846973342
1691,177437.06467771326
1692,272517.3059773236
1693,169536.05209454946
1694,180617.07227338504
1695,166854.9326386335
1696,266825.3540174719
1697,169565.88191713684
1698,361265.3247484536
1699,351709.77324595524
1700,250256.20129065114
1701,263649.9655789274
1702,251558.9871152183
1703,241237.21733949854
1704,291447.94434243714
1705,235677.57834926274
1706,469199.6578277178
1707,211324.79989872675
1708,195281.04773786152
1709,277824.73424667603
1710,221753.099474063
1711,259394.46091131508
1712,221222.31200980727
1713,266007.1507037158
1714,214700.55394251496
1715,206387.17447155685
1716,178064.0098419179
1717,177880.76911749894
1718,141148.43844067905
1719,205493.90613948708
1720,251346.4318904198
1721,173143.889664941
1722,136808.71585496838
1723,154467.7868877497
1724,204561.34542677217
1725,233720.89691112356
1726,181534.8539304983
1727,157753.04520061155
1728,180694.27401602356
1729,159510.50408934776
1730,174378.70436781764
1731,117776.03008945356
1732,126739.89542906256
1733,120258.93075122281
1734,125982.49269123048
1735,129825.35925223689
1736,110768.49600532853
1737,382773.1218177518
1738,221270.59570022894
1739,320961.25233139837
1740,209410.28545759802
1741,179305.04681734857
1742,170996.40753142466
1743,175090.84848588263
1744,309301.34386081964
1745,224380.78246876647
1746,243351.60789559627
1747,233717.33610518993
1748,231156.31031679796
1749,157908.36897465415
1750,138188.2665360957
1751,250388.25865940703
1752,119482.98385836747
1753,146489.43023574635
1754,201018.21777417022
1755,172178.10606348343
1756,128873.18459145876
1757,122473.21557049754
1758,144664.67352487857
1759,157593.24159521385
1760,160839.66025161225
1761,142095.6578387145
1762,163695.68735640484
1763,182024.63783718063
1764,119185.6933800347
1765,164184.6930655199
1766,175081.01087569492
1767,217849.0723457183
1768,143836.86832555276
1769,184313.47294147438
1770,136066.9337493928
1771,134397.89694863305
1772,142067.16965379685
1773,139782.8280222215
1774,138167.39960025597
1775,136687.82123872568
1776,128654.5398102726
1777,115339.96745903297
1778,138557.8462447121
1779,118856.57508312748
1780,166632.55524930428
1781,139269.27697046634
1782,97144.64124067634
1783,127611.70018157465
1784,96009.87935359028
1785,125282.78100137782
1786,151483.4669756526
1787,161335.66811814692
1788,60908.60900471763
1789,102294.19667932668
1790,80669.5983717737
1791,164105.76744556916
1792,157833.1351716636
1793,132681.30666374217
1794,138251.54526797353
1795,138675.63526805284
1796,122811.86578485559
1797,122378.01377540671
1798,119663.25195198349
1799,117452.82056629239
1800,125651.54740613166
1801,125778.47340175416
1802,135503.6197620804
1803,139715.78210132467
1804,132899.17591824266
1805,133816.84217772292
1806,117252.94814226482
1807,124113.83081803183
1808,127339.25695372082
1809,117970.53522199791
1810,140736.42020127142
1811,98568.91159022483
1812,93449.59945907025
1813,120812.32590801688
1814,99160.5986016201
1815,59894.97709255426
1816,88294.5876804612
1817,109020.00012367175
1818,153920.0501981991
1819,130684.44581483188
1820,46087.422227099385
1821,96153.09617741177
1822,150259.8823990781
1823,34554.50745300601
1824,130007.27864434756
1825,126528.23093273261
1826,96881.65796529691
1827,103288.43913740206
1828,132517.0301655898
1829,123868.55756476673
1830,131978.2129962226
1831,166965.4835109909
1832,92388.18413427287
1833,139413.88157165336
1834,121423.65213481552
1835,144988.49900246522
1836,132831.62361955803
1837,88886.15308453476
1838,119316.93693117562
1839,91574.53433326576
1840,150448.18314725213
1841,138818.41428058015
1842,68797.65132652503
1843,136498.30263176886
1844,137604.24678928553
1845,127227.20925225707
1846,154260.36080287103
1847,196129.00772159421
1848,59206.7074029275
1849,116814.92693524335
1850,125575.93326111278
1851,153465.40504540928
1852,131317.6025041
1853,123911.37206765829
1854,172666.47086709953
1855,138647.09284063402
1856,222962.63758034582
1857,179549.26082447075
1858,157799.26766664963
1859,134724.81820999872
1860,149898.66931340535
1861,134724.81820999872
1862,316463.4604842563
1863,320791.75743295706
1864,320791.75743295706
1865,335370.22397666855
1866,325602.34439710685
1867,239097.78126842412
1868,291287.2656901802
1869,197572.70256822032
1870,238999.5463350216
1871,257743.92951994383
1872,166747.077539205
1873,226048.15369411773
1874,148285.5769118418
1875,208387.7301681664
1876,190732.0718625145
1877,223082.3637036531
1878,203092.82161493055
1879,142736.24672337418
1880,142279.9135133551
1881,246218.33908210063
1882,250589.22878256624
